Week,Agency_ID,Channel_ID,Route_ID,Client_ID,Product_ID,Weekly_Units_Sold,Weekly_Sales_Price,Dev_uni_proxima,Dev_proxima,Unit_Demand
3,1110,7,3301,73589,31309,2,12.5,0,0.0,2
3,1110,7,3301,73589,31506,1,6.25,0,0.0,1
3,1110,7,3301,73589,32936,1,7.04,0,0.0,1
3,1110,7,3301,73589,37057,3,22.5,0,0.0,3
3,1110,7,3301,73650,1240,3,25.14,0,0.0,3
3,1110,7,3301,73650,1250,4,30.56,0,0.0,4
3,1110,7,3301,73650,42434,5,22.9,0,0.0,5
3,1110,7,3301,73838,1212,3,25.14,0,0.0,3
3,1110,7,3301,73838,1220,3,22.92,0,0.0,3
3,1110,7,3301,73838,1240,6,50.28,0,0.0,6
3,1110,7,3301,73838,1250,7,53.48,0,0.0,7
3,1110,7,3301,73838,5310,5,26.4,0,0.0,5
3,1110,7,3301,73838,30571,5,31.25,0,0.0,5
3,1110,7,3301,73838,30574,3,18.75,0,0.0,3
3,1110,7,3301,73838,31309,3,18.75,0,0.0,3
3,1110,7,3301,73838,31506,4,25.0,0,0.0,4
3,1110,7,3301,73838,35651,10,75.0,0,0.0,10
3,1110,7,3301,73838,42434,3,13.74,0,0.0,3
3,1110,7,3301,73844,1212,2,16.76,0,0.0,2
3,1110,7,3301,73844,1216,3,25.14,0,0.0,3
3,1110,7,3301,73844,1240,2,16.76,0,0.0,2
3,1110,7,3301,73844,1242,1,7.64,0,0.0,1
3,1110,7,3301,73844,5310,2,10.56,0,0.0,2
3,1110,7,3301,73844,30571,5,31.25,0,0.0,5
3,1110,7,3301,108104,323,2,16.3,0,0.0,2
3,1110,7,3301,108104,328,1,8.15,0,0.0,1
3,1110,7,3301,108104,739,3,249.0,0,0.0,3
3,1110,7,3301,108104,1125,32,307.2,0,0.0,32
3,1110,7,3301,108104,1146,125,2673.75,0,0.0,125
3,1110,7,3301,108104,1182,210,2927.4,0,0.0,210
3,1110,7,3301,108104,1187,10,1485.0,0,0.0,10
3,1110,7,3301,108104,2233,265,5284.1,0,0.0,265
3,1110,7,3301,108104,2665,44,704.0,0,0.0,44
3,1110,7,3301,108104,4270,449,3762.62,0,0.0,449
3,1110,7,3301,108104,33189,3,111.12,0,0.0,3
3,1110,7,3301,108104,33191,14,521.64,0,0.0,14
3,1110,7,3301,108104,36806,14,537.6,0,0.0,14
3,1110,7,3301,108104,40886,26,149.76,0,0.0,26
3,1110,7,3301,108104,47336,6,74.4,0,0.0,6
3,1110,7,3301,108104,47611,18,308.7,0,0.0,18
3,1110,7,3301,181232,1125,4,38.4,0,0.0,4
3,1110,7,3301,181232,1146,1,21.39,0,0.0,1
3,1110,7,3301,181232,1240,2,16.76,0,0.0,2
3,1110,7,3301,181232,1250,2,15.28,0,0.0,2
3,1110,7,3301,181232,1309,2,13.52,0,0.0,2
3,1110,7,3301,181232,2233,10,199.4,0,0.0,10
3,1110,7,3301,198780,323,3,24.45,0,0.0,3
3,1110,7,3301,198780,1187,0,0.0,2,297.0,0
3,1110,7,3301,198780,1212,4,33.52,0,0.0,4
3,1110,7,3301,198780,1216,3,25.14,0,0.0,3
3,1110,7,3301,198780,1220,5,38.2,0,0.0,5
3,1110,7,3301,198780,1238,9,88.47,0,0.0,9
3,1110,7,3301,198780,1240,14,117.32,0,0.0,14
3,1110,7,3301,198780,1242,6,45.84,0,0.0,6
3,1110,7,3301,198780,1250,22,168.08,0,0.0,22
3,1110,7,3301,198780,1309,11,74.36,0,0.0,11
3,1110,7,3301,198780,1643,5,22.9,0,0.0,5
3,1110,7,3301,198780,4280,8,48.0,0,0.0,8
3,1110,7,3301,198780,31684,2,13.0,0,0.0,2
3,1110,7,3301,198780,31688,5,32.5,0,0.0,5
3,1110,7,3301,198780,31689,5,32.5,0,0.0,5
3,1110,7,3301,198780,32393,12,36.24,0,0.0,12
3,1110,7,3301,198780,34053,8,36.0,0,0.0,8
3,1110,7,3301,198780,35651,23,172.5,0,0.0,23
3,1110,7,3301,198780,41938,12,118.92,0,0.0,12
3,1110,7,3301,198780,42434,10,45.8,0,0.0,10
3,1110,7,3301,319641,641,16,655.2,0,0.0,16
3,1110,7,3301,319641,1039,19,577.6,0,0.0,19
3,1110,7,3301,319641,1125,50,480.0,0,0.0,50
3,1110,7,3301,319641,2233,23,458.62,0,0.0,23
3,1110,7,3301,319641,34468,1,14.0,0,0.0,1
3,1110,7,3301,319641,36410,37,481.0,0,0.0,37
3,1110,7,3301,319641,47336,27,334.8,0,0.0,27
3,1110,7,3301,319641,47611,2,34.3,1,17.15,1
3,1110,7,3301,319974,1146,9,192.51,0,0.0,9
3,1110,7,3301,319974,2233,19,378.86,0,0.0,19
3,1110,7,3301,319974,36410,24,312.0,0,0.0,24
3,1110,7,3301,325070,1125,6,57.6,0,0.0,6
3,1110,7,3301,325070,1146,2,42.78,0,0.0,2
3,1110,7,3301,325070,2233,8,159.52,0,0.0,8
3,1110,7,3301,818913,641,8,327.6,0,0.0,8
3,1110,7,3301,818913,1146,38,812.82,0,0.0,38
3,1110,7,3301,818913,2233,17,338.98,0,0.0,17
3,1110,7,3301,818913,31688,8,52.0,0,0.0,8
3,1110,7,3301,818913,34077,3,4.98,0,0.0,3
3,1110,7,3301,818913,35144,15,307.5,0,0.0,15
3,1110,7,3301,819816,739,2,166.0,0,0.0,2
3,1110,7,3301,819816,1125,52,499.2,0,0.0,52
3,1110,7,3301,819816,1187,2,297.0,0,0.0,2
3,1110,7,3301,819816,2233,14,279.16,0,0.0,14
3,1110,7,3301,819816,5310,30,158.4,0,0.0,30
3,1110,7,3301,819816,34053,20,90.0,0,0.0,20
3,1110,7,3301,819816,47611,2,34.3,0,0.0,2
3,1110,7,3301,819832,641,1,40.95,0,0.0,1
3,1110,7,3301,819832,2233,2,39.88,0,0.0,2
3,1110,7,3301,819853,48077,30,427.8,0,0.0,30
3,1110,7,3301,851886,1125,25,240.0,0,0.0,25
3,1110,7,3301,851886,1187,3,445.5,0,0.0,3
3,1110,7,3301,853124,1125,25,240.0,0,0.0,25
3,1110,7,3301,853124,1187,2,297.0,0,0.0,2
3,1110,7,3301,853124,2233,2,39.88,0,0.0,2
3,1110,7,3301,853124,8768,1,220.04,0,0.0,1
3,1110,7,3301,886295,1373,8,247.28,0,0.0,8
3,1110,7,3301,886295,35144,6,123.0,0,0.0,6
3,1110,7,3301,886295,47336,3,37.2,0,0.0,3
3,1110,7,3301,922930,1146,5,106.95,0,0.0,5
3,1110,7,3301,922930,36410,8,104.0,0,0.0,8
3,1110,7,3301,922930,47336,6,74.4,0,0.0,6
3,1110,7,3301,988589,1125,1,9.6,0,0.0,1
3,1110,7,3301,988589,1238,1,9.83,0,0.0,1
3,1110,7,3301,988589,1240,2,16.76,0,0.0,2
3,1110,7,3301,988589,1242,2,15.28,0,0.0,2
3,1110,7,3301,988589,1250,8,61.12,0,0.0,8
3,1110,7,3301,988589,5310,9,47.52,0,0.0,9
3,1110,7,3301,988589,30531,7,54.46,0,0.0,7
3,1110,7,3301,988589,30571,10,62.5,0,0.0,10
3,1110,7,3301,988589,30574,7,43.75,0,0.0,7
3,1110,7,3301,988589,31309,4,25.0,0,0.0,4
3,1110,7,3301,988589,31506,2,12.5,0,0.0,2
3,1110,7,3301,988589,32393,3,9.06,0,0.0,3
3,1110,7,3301,988589,35651,7,52.5,0,0.0,7
3,1110,7,3301,988589,37057,6,45.0,0,0.0,6
3,1110,7,3301,988589,42434,4,18.32,0,0.0,4
3,1110,7,3301,1159580,1212,3,25.14,0,0.0,3
3,1110,7,3301,1159580,1220,3,22.92,0,0.0,3
3,1110,7,3301,1159580,1238,6,58.98,0,0.0,6
3,1110,7,3301,1159580,1240,19,159.22,0,0.0,19
3,1110,7,3301,1159580,1242,4,30.56,0,0.0,4
3,1110,7,3301,1159580,1250,24,183.36,0,0.0,24
3,1110,7,3301,1159580,1309,4,27.04,0,0.0,4
3,1110,7,3301,1159580,1644,3,13.74,0,0.0,3
3,1110,7,3301,1159580,3894,7,65.45,0,0.0,7
3,1110,7,3301,1159580,5310,13,68.64,0,0.0,13
3,1110,7,3301,1159580,5380,5,37.05,0,0.0,5
3,1110,7,3301,1159580,30531,3,23.34,0,0.0,3
3,1110,7,3301,1159580,30571,11,68.75,0,0.0,11
3,1110,7,3301,1159580,30574,10,62.5,0,0.0,10
3,1110,7,3301,1159580,31309,7,43.75,0,0.0,7
3,1110,7,3301,1159580,31506,6,37.5,0,0.0,6
3,1110,7,3301,1159580,32393,6,18.12,0,0.0,6
3,1110,7,3301,1159580,34053,8,36.0,0,0.0,8
3,1110,7,3301,1159580,37057,18,135.0,0,0.0,18
3,1110,7,3301,1159580,42434,5,22.9,0,0.0,5
3,1110,7,3301,1163700,1212,2,16.76,0,0.0,2
3,1110,7,3301,1163700,1216,2,16.76,0,0.0,2
3,1110,7,3301,1163700,1238,3,29.49,0,0.0,3
3,1110,7,3301,1163700,1240,5,41.9,0,0.0,5
3,1110,7,3301,1163700,1242,2,15.28,0,0.0,2
3,1110,7,3301,1163700,1250,6,45.84,0,0.0,6
3,1110,7,3301,1163700,1309,2,13.52,0,0.0,2
3,1110,7,3301,1163700,3894,7,65.45,0,0.0,7
3,1110,7,3301,1163700,4085,4,24.6,0,0.0,4
3,1110,7,3301,1163700,5380,4,29.64,0,0.0,4
3,1110,7,3301,1163700,30531,6,46.68,0,0.0,6
3,1110,7,3301,1163700,30571,7,43.75,0,0.0,7
3,1110,7,3301,1163700,30574,11,68.75,0,0.0,11
3,1110,7,3301,1163700,31309,10,62.5,0,0.0,10
3,1110,7,3301,1163700,31506,6,37.5,0,0.0,6
3,1110,7,3301,1163700,34053,8,36.0,0,0.0,8
3,1110,7,3301,1163700,35651,6,45.0,0,0.0,6
3,1110,7,3301,1163700,37057,5,37.5,0,0.0,5
3,1110,7,3301,1255667,323,3,24.45,0,0.0,3
3,1110,7,3301,1255667,328,3,24.45,0,0.0,3
3,1110,7,3301,1255667,1146,11,235.29,0,0.0,11
3,1110,7,3301,1255667,1212,4,33.52,0,0.0,4
3,1110,7,3301,1255667,1216,3,25.14,0,0.0,3
3,1110,7,3301,1255667,1238,4,39.32,0,0.0,4
3,1110,7,3301,1255667,1240,6,50.28,0,0.0,6
3,1110,7,3301,1255667,1250,10,76.4,0,0.0,10
3,1110,7,3301,1255667,1309,4,27.04,0,0.0,4
3,1110,7,3301,1255667,3333,1,10.14,0,0.0,1
3,1110,7,3301,1255667,3894,4,37.4,0,0.0,4
3,1110,7,3301,1255667,4280,5,30.0,0,0.0,5
3,1110,7,3301,1255667,5310,9,47.52,0,0.0,9
3,1110,7,3301,1255667,5380,6,44.46,0,0.0,6
3,1110,7,3301,1255667,30531,5,38.9,0,0.0,5
3,1110,7,3301,1255667,30571,3,18.75,0,0.0,3
3,1110,7,3301,1255667,31309,3,18.75,0,0.0,3
3,1110,7,3301,1255667,31506,3,18.75,0,0.0,3
3,1110,7,3301,1255667,32393,4,12.08,0,0.0,4
3,1110,7,3301,1255667,35651,12,90.0,0,0.0,12
3,1110,7,3301,1255667,37057,5,37.5,0,0.0,5
3,1110,7,3301,1255667,41938,1,9.91,0,0.0,1
3,1110,7,3301,1263779,145,1,19.75,0,0.0,1
3,1110,7,3301,1263779,47611,19,325.85,0,0.0,19
3,1110,7,3301,1263779,47612,48,823.2,0,0.0,48
3,1110,7,3301,1307034,739,0,0.0,2,166.0,0
3,1110,7,3301,1307034,1146,26,556.14,0,0.0,26
3,1110,7,3301,1307034,1212,1,8.38,0,0.0,1
3,1110,7,3301,1307034,1216,1,8.38,0,0.0,1
3,1110,7,3301,1307034,1220,4,30.56,0,0.0,4
3,1110,7,3301,1307034,1238,3,29.49,0,0.0,3
3,1110,7,3301,1307034,1242,1,7.64,0,0.0,1
3,1110,7,3301,1307034,1250,6,45.84,0,0.0,6
3,1110,7,3301,1307034,1309,1,6.76,0,0.0,1
3,1110,7,3301,1307034,4085,2,12.3,0,0.0,2
3,1110,7,3301,1307034,4280,4,24.0,0,0.0,4
3,1110,7,3301,1307034,5310,2,10.56,0,0.0,2
3,1110,7,3301,1307034,5345,1,6.76,0,0.0,1
3,1110,7,3301,1307034,5354,1,9.63,0,0.0,1
3,1110,7,3301,1307034,5380,3,22.23,0,0.0,3
3,1110,7,3301,1307034,30531,10,77.8,0,0.0,10
3,1110,7,3301,1307034,30548,1,5.38,0,0.0,1
3,1110,7,3301,1307034,30571,3,18.75,0,0.0,3
3,1110,7,3301,1307034,30574,7,43.75,0,0.0,7
3,1110,7,3301,1307034,31309,12,75.0,0,0.0,12
3,1110,7,3301,1307034,31506,4,25.0,0,0.0,4
3,1110,7,3301,1307034,31688,8,52.0,0,0.0,8
3,1110,7,3301,1307034,31689,3,19.5,0,0.0,3
3,1110,7,3301,1307034,32393,2,6.04,0,0.0,2
3,1110,7,3301,1307034,32933,1,7.04,0,0.0,1
3,1110,7,3301,1307034,32936,2,14.08,0,0.0,2
3,1110,7,3301,1307034,34053,7,31.5,0,0.0,7
3,1110,7,3301,1307034,35144,11,225.5,0,0.0,11
3,1110,7,3301,1307034,35651,9,67.5,0,0.0,9
3,1110,7,3301,1307034,36410,7,91.0,0,0.0,7
3,1110,7,3301,1307034,37057,2,15.0,0,0.0,2
3,1110,7,3301,1389896,31688,4,26.0,0,0.0,4
3,1110,7,3301,1389896,31689,4,26.0,0,0.0,4
3,1110,7,3301,1389896,35651,3,22.5,0,0.0,3
3,1110,7,3301,1457784,323,2,16.3,0,0.0,2
3,1110,7,3301,1457784,325,1,8.15,0,0.0,1
3,1110,7,3301,1457784,328,1,8.15,0,0.0,1
3,1110,7,3301,1457784,1146,11,235.29,0,0.0,11
3,1110,7,3301,1457784,1212,2,16.76,0,0.0,2
3,1110,7,3301,1457784,1220,2,15.28,0,0.0,2
3,1110,7,3301,1457784,1238,3,29.49,0,0.0,3
3,1110,7,3301,1457784,1240,1,8.38,0,0.0,1
3,1110,7,3301,1457784,1250,6,45.84,0,0.0,6
3,1110,7,3301,1457784,1309,3,20.28,0,0.0,3
3,1110,7,3301,1457784,30571,7,43.75,0,0.0,7
3,1110,7,3301,1457784,30574,7,43.75,0,0.0,7
3,1110,7,3301,1457784,31684,2,13.0,0,0.0,2
3,1110,7,3301,1457784,31688,8,52.0,0,0.0,8
3,1110,7,3301,1457784,35651,8,60.0,0,0.0,8
3,1110,7,3301,1457784,41938,4,39.64,0,0.0,4
3,1110,7,3301,1603500,1212,2,16.76,0,0.0,2
3,1110,7,3301,1603500,1240,5,41.9,0,0.0,5
3,1110,7,3301,1603500,1242,1,7.64,0,0.0,1
3,1110,7,3301,1603500,1250,7,53.48,0,0.0,7
3,1110,7,3301,1603500,1309,2,13.52,1,6.76,1
3,1110,7,3301,1603500,3894,4,37.4,0,0.0,4
3,1110,7,3301,1603500,5310,2,10.56,0,0.0,2
3,1110,7,3301,1603500,30531,2,15.56,0,0.0,2
3,1110,7,3301,1603500,30548,2,10.76,0,0.0,2
3,1110,7,3301,1603500,30571,7,43.75,1,6.25,6
3,1110,7,3301,1603500,30574,7,43.75,0,0.0,7
3,1110,7,3301,1603500,31689,5,32.5,0,0.0,5
3,1110,7,3301,1603500,32393,7,21.14,0,0.0,7
3,1110,7,3301,1603500,34053,3,13.5,3,13.5,0
3,1110,7,3301,1603500,35144,3,61.5,0,0.0,3
3,1110,7,3301,1603500,35651,6,45.0,0,0.0,6
3,1110,7,3301,1603500,41938,4,39.64,0,0.0,4
3,1110,7,3301,1603500,42434,7,32.06,0,0.0,7
3,1110,7,3301,1603502,323,1,8.15,0,0.0,1
3,1110,7,3301,1603502,325,1,8.15,0,0.0,1
3,1110,7,3301,1603502,328,1,8.15,0,0.0,1
3,1110,7,3301,1603502,1238,1,9.83,0,0.0,1
3,1110,7,3301,1603502,1240,1,8.38,0,0.0,1
3,1110,7,3301,1603502,1250,3,22.92,0,0.0,3
3,1110,7,3301,1603502,1309,2,13.52,0,0.0,2
3,1110,7,3301,1603502,5310,2,10.56,0,0.0,2
3,1110,7,3301,1603502,30548,2,10.76,0,0.0,2
3,1110,7,3301,1603502,30571,3,18.75,0,0.0,3
3,1110,7,3301,1603502,30574,2,12.5,0,0.0,2
3,1110,7,3301,1603502,31309,1,6.25,0,0.0,1
3,1110,7,3301,1603502,31506,1,6.25,0,0.0,1
3,1110,7,3301,1603502,35144,6,123.0,0,0.0,6
3,1110,7,3301,1603502,35651,5,37.5,0,0.0,5
3,1110,7,3301,1603502,37057,1,7.5,0,0.0,1
3,1110,7,3301,1603502,42434,3,13.74,0,0.0,3
3,1110,7,3301,1657777,214,185,6660.0,0,0.0,185
3,1110,7,3301,1682456,323,2,16.3,0,0.0,2
3,1110,7,3301,1682456,325,1,8.15,0,0.0,1
3,1110,7,3301,1682456,328,1,8.15,0,0.0,1
3,1110,7,3301,1682456,1212,1,8.38,0,0.0,1
3,1110,7,3301,1682456,1216,1,8.38,0,0.0,1
3,1110,7,3301,1682456,1238,3,29.49,0,0.0,3
3,1110,7,3301,1682456,1240,4,33.52,0,0.0,4
3,1110,7,3301,1682456,1242,3,22.92,0,0.0,3
3,1110,7,3301,1682456,1250,10,76.4,0,0.0,10
3,1110,7,3301,1682456,1309,1,6.76,0,0.0,1
3,1110,7,3301,1682456,3894,6,56.1,0,0.0,6
3,1110,7,3301,1682456,4085,5,30.75,0,0.0,5
3,1110,7,3301,1682456,5310,7,36.96,0,0.0,7
3,1110,7,3301,1682456,5345,5,33.8,0,0.0,5
3,1110,7,3301,1682456,5354,2,19.26,0,0.0,2
3,1110,7,3301,1682456,5380,2,14.82,0,0.0,2
3,1110,7,3301,1682456,30531,5,38.9,0,0.0,5
3,1110,7,3301,1682456,30571,7,43.75,0,0.0,7
3,1110,7,3301,1682456,30574,11,68.75,0,0.0,11
3,1110,7,3301,1682456,31309,9,56.25,0,0.0,9
3,1110,7,3301,1682456,31506,2,12.5,0,0.0,2
3,1110,7,3301,1682456,32933,3,21.12,0,0.0,3
3,1110,7,3301,1682456,32936,3,21.12,0,0.0,3
3,1110,7,3301,1682456,34053,5,22.5,0,0.0,5
3,1110,7,3301,1682456,35651,11,82.5,0,0.0,11
3,1110,7,3301,1682456,37057,5,37.5,0,0.0,5
3,1110,7,3301,1682456,41938,4,39.64,0,0.0,4
3,1110,7,3301,1682456,42434,6,27.48,0,0.0,6
3,1110,7,3301,1682458,1146,5,106.95,0,0.0,5
3,1110,7,3301,1753178,1146,11,235.29,0,0.0,11
3,1110,7,3301,1848185,1146,21,449.19,0,0.0,21
3,1110,7,3301,1874495,1146,24,513.36,0,0.0,24
3,1110,7,3301,1874495,31684,5,32.5,0,0.0,5
3,1110,7,3301,1874495,31688,25,162.5,0,0.0,25
3,1110,7,3301,1874495,31689,15,97.5,0,0.0,15
3,1110,7,3301,1906220,1238,2,19.66,0,0.0,2
3,1110,7,3301,1906220,1309,2,13.52,0,0.0,2
3,1110,7,3301,1906220,35651,5,37.5,0,0.0,5
3,1110,7,3301,1906220,41938,4,39.64,0,0.0,4
3,1110,7,3301,1914789,1240,5,41.9,0,0.0,5
3,1110,7,3301,1914789,5310,2,10.56,0,0.0,2
3,1110,7,3301,1914789,5345,3,20.28,0,0.0,3
3,1110,7,3301,1914789,5354,2,19.26,0,0.0,2
3,1110,7,3301,1914789,30548,4,21.52,0,0.0,4
3,1110,7,3301,1914789,32393,7,21.14,0,0.0,7
3,1110,7,3301,1914789,34053,7,31.5,0,0.0,7
3,1110,7,3301,1916494,35141,25,512.5,0,0.0,25
3,1110,7,3301,1916494,36410,22,286.0,0,0.0,22
3,1110,7,3301,2251340,145,2,39.5,0,0.0,2
3,1110,7,3301,2251340,202,60,2457.0,0,0.0,60
3,1110,7,3301,2251341,145,1,19.75,0,0.0,1
3,1110,7,3301,2251341,202,19,778.05,0,0.0,19
3,1110,7,3301,2331717,1212,8,67.04,0,0.0,8
3,1110,7,3301,2331717,1220,1,7.64,0,0.0,1
3,1110,7,3301,2331717,1232,11,200.64,0,0.0,11
3,1110,7,3301,2331717,1238,2,19.66,0,0.0,2
3,1110,7,3301,2331717,1242,4,30.56,0,0.0,4
3,1110,7,3301,2331717,1250,9,68.76,0,0.0,9
3,1110,7,3301,2331717,1309,6,40.56,0,0.0,6
3,1110,7,3301,2331717,3333,5,50.7,0,0.0,5
3,1110,7,3301,2331717,4767,2,29.58,0,0.0,2
3,1110,7,3301,2331717,5310,15,79.2,0,0.0,15
3,1110,7,3301,2331717,30531,1,7.78,0,0.0,1
3,1110,7,3301,2331717,31506,1,6.25,0,0.0,1
3,1110,7,3301,2331717,32393,16,48.32,0,0.0,16
3,1110,7,3301,2331717,34077,3,4.98,0,0.0,3
3,1110,7,3301,2331717,34468,4,56.0,0,0.0,4
3,1110,7,3301,2331717,35144,10,205.0,2,41.0,8
3,1110,7,3301,2331717,35651,10,75.0,0,0.0,10
3,1110,7,3301,2336454,1187,0,0.0,1,148.5,0
3,1110,7,3301,2336454,35144,40,820.0,0,0.0,40
3,1110,7,3301,2337111,1125,15,144.0,0,0.0,15
3,1110,7,3301,2337111,1187,3,445.5,0,0.0,3
3,1110,7,3301,2337111,2233,5,99.7,0,0.0,5
3,1110,7,3301,2340026,4280,4,24.0,0,0.0,4
3,1110,7,3301,2340026,5310,3,15.84,0,0.0,3
3,1110,7,3301,2340026,30571,1,6.25,0,0.0,1
3,1110,7,3301,2340026,37057,2,15.0,0,0.0,2
3,1110,7,3301,2342577,323,3,24.45,0,0.0,3
3,1110,7,3301,2342577,325,3,24.45,0,0.0,3
3,1110,7,3301,2342577,328,3,24.45,0,0.0,3
3,1110,7,3301,2342577,1644,6,27.48,0,0.0,6
3,1110,7,3301,2342577,3894,6,56.1,0,0.0,6
3,1110,7,3301,2342577,4085,2,12.3,0,0.0,2
3,1110,7,3301,2342577,5310,5,26.4,0,0.0,5
3,1110,7,3301,2342577,5380,5,37.05,0,0.0,5
3,1110,7,3301,2342577,30531,4,31.12,0,0.0,4
3,1110,7,3301,2342577,30571,10,62.5,0,0.0,10
3,1110,7,3301,2342577,30574,10,62.5,0,0.0,10
3,1110,7,3301,2342577,31309,2,12.5,0,0.0,2
3,1110,7,3301,2342577,31506,3,18.75,0,0.0,3
3,1110,7,3301,2342577,34053,4,18.0,0,0.0,4
3,1110,7,3301,2342577,35651,6,45.0,0,0.0,6
3,1110,7,3301,2342577,37057,10,75.0,0,0.0,10
3,1110,7,3301,2342577,42869,5,19.45,0,0.0,5
3,1110,7,3301,2384860,1212,2,16.76,0,0.0,2
3,1110,7,3301,2384860,1242,3,22.92,0,0.0,3
3,1110,7,3301,2384860,1250,4,30.56,0,0.0,4
3,1110,7,3301,2384860,3894,2,18.7,0,0.0,2
3,1110,7,3301,2384860,5310,6,31.68,0,0.0,6
3,1110,7,3301,2384860,30531,2,15.56,0,0.0,2
3,1110,7,3301,2384860,30571,5,31.25,0,0.0,5
3,1110,7,3301,2384860,30574,3,18.75,0,0.0,3
3,1110,7,3301,2384860,31506,4,25.0,0,0.0,4
3,1110,7,3301,2384860,35651,4,30.0,0,0.0,4
3,1110,7,3301,2384860,37057,4,30.0,0,0.0,4
3,1110,7,3301,2384861,1212,2,16.76,0,0.0,2
3,1110,7,3301,2384861,1240,4,33.52,0,0.0,4
3,1110,7,3301,2384861,1250,5,38.2,0,0.0,5
3,1110,7,3301,2384861,3894,3,28.05,0,0.0,3
3,1110,7,3301,2384861,5310,5,26.4,0,0.0,5
3,1110,7,3301,2384861,30531,4,31.12,0,0.0,4
3,1110,7,3301,2384861,30571,6,37.5,0,0.0,6
3,1110,7,3301,2384861,30574,6,37.5,0,0.0,6
3,1110,7,3301,2384861,31309,4,25.0,0,0.0,4
3,1110,7,3301,2384861,31506,5,31.25,0,0.0,5
3,1110,7,3301,2384861,32936,5,35.2,0,0.0,5
3,1110,7,3301,2384861,35651,5,37.5,0,0.0,5
3,1110,7,3301,2384861,37057,6,45.0,0,0.0,6
3,1110,7,3301,2384861,41938,1,9.91,0,0.0,1
3,1110,7,3301,2399554,34053,2,9.0,0,0.0,2
3,1110,7,3301,2399929,145,12,237.0,0,0.0,12
3,1110,7,3301,2399929,202,140,5733.0,0,0.0,140
3,1110,7,3301,2399929,1187,5,742.5,0,0.0,5
3,1110,7,3301,2399929,35144,6,123.0,0,0.0,6
3,1110,7,3301,2400022,1146,6,128.34,0,0.0,6
3,1110,7,3301,2478530,1212,3,25.14,0,0.0,3
3,1110,7,3301,2478530,1240,5,41.9,0,0.0,5
3,1110,7,3301,2478530,5310,8,42.24,0,0.0,8
3,1110,7,3301,2478530,30531,6,46.68,0,0.0,6
3,1110,7,3301,2478530,30571,12,75.0,0,0.0,12
3,1110,7,3301,2478530,31309,10,62.5,0,0.0,10
3,1110,7,3301,2478530,31506,10,62.5,0,0.0,10
3,1110,7,3301,4166983,1146,10,213.9,0,0.0,10
3,1110,7,3301,4288800,1146,4,85.56,0,0.0,4
3,1110,7,3301,4288800,31688,4,26.0,0,0.0,4
